product number,color,SIZE,QTY,,,
D5408A,Silver,2,2,,,
D5408A,Silver,4,4,,,
D5408A,Silver,6,3,,,
D5408A,Silver,8,0,,,
D5408A,Silver,10,1,,,
D5408A,Silver,12,0,,,
D5408A,Silver,14,0,,,
D5408A,Silver,16,0,,,
,,,,,,
D5409A,Gunmetal,0,0,,,
D5409A,Gunmetal,2,0,,,
D5409A,Gunmetal,4,0,,,
D5409A,Gunmetal,6,1,,,
D5409A,Gunmetal,8,0,,,
D5409A,Gunmetal,10,0,,,
D5409A,Gunmetal,12,0,,,
D5409A,Gunmetal,14,0,,,
D5409A,Gunmetal,16,0,,,
,,,,,,
D5422A,Cream,0,5,,,
D5422A,Cream,2,11,,,
D5422A,Cream,4,9,,,
D5422A,Cream,6,4,,,
D5422A,Cream,8,0,,,
D5422A,Cream,10,0,,,
D5422A,Cream,12,0,,,
D5422A,Cream,14,0,,,
D5422A,Cream,16,0,,,
,,,,,,
D5427A,black,0,0,,,
D5427A,black,2,0,,,
D5427A,black,4,1,,,
D5427A,black,6,2,,,
D5427A,black,8,1,,,
D5427A,black,10,0,,,
D5427A,black,12,0,,,
D5427A,black,14,0,,,
D5427A,black,16,0,,,
,,,,,,
D5427A,Blue,0,0,,,
D5427A,Blue,2,0,,,
D5427A,Blue,4,0,,,
D5427A,Blue,6,0,,,
D5427A,Blue,8,1,,,
D5427A,Blue,10,0,,,
D5427A,Blue,12,0,,,
D5427A,Blue,14,0,,,
D5427A,Blue,16,0,,,
,,,,,,
D5427A,Champagne,0,1,,,
D5427A,Champagne,2,0,,,
D5427A,Champagne,4,0,,,
D5427A,Champagne,6,0,,,
D5427A,Champagne,8,0,,,
D5427A,Champagne,10,0,,,
D5427A,Champagne,12,0,,,
D5427A,Champagne,14,0,,,
D5427A,Champagne,16,0,,,
,,,,,,
D5427A,Teal,0,0,,,
D5427A,Teal,2,0,,,
D5427A,Teal,4,1,,,
D5427A,Teal,6,0,,,
D5427A,Teal,8,0,,,
D5427A,Teal,10,0,,,
D5427A,Teal,12,0,,,
D5427A,Teal,14,0,,,
D5427A,Teal,16,0,,,
,,,,,,
D5428A,Silver,0,0,,,
D5428A,Silver,2,0,,,
D5428A,Silver,4,1,,,
D5428A,Silver,6,0,,,
D5428A,Silver,8,0,,,
D5428A,Silver,10,0,,,
D5428A,Silver,12,0,,,
D5428A,Silver,14,0,,,
D5428A,Silver,16,0,,,
,,,,,,
D5431A,Blue,0,0,,,
D5431A,Blue,2,0,,,
D5431A,Blue,4,1,,,
D5431A,Blue,6,0,,,
D5431A,Blue,8,0,,,
D5431A,Blue,10,0,,,
D5431A,Blue,12,0,,,
D5431A,Blue,14,0,,,
D5431A,Blue,16,0,,,
,,,,,,
D5446A,Cream,0,0,,,
D5446A,Cream,2,0,,,
D5446A,Cream,4,1,,,
D5446A,Cream,6,1,,,
D5446A,Cream,8,0,,,
D5446A,Cream,10,0,,,
D5446A,Cream,12,0,,,
D5446A,Cream,14,0,,,
D5446A,Cream,16,0,,,
,,,,,,
D5446A,White,0,0,,,
D5446A,White,2,0,,,
D5446A,White,4,0,,,
D5446A,White,6,0,,,
D5446A,White,8,0,,,
D5446A,White,10,0,,,
D5446A,White,12,0,,,
D5446A,White,14,1,,,
D5446A,White,16,0,,,
,,,,,,
D5448A,Gunmetal,0,0,,,
D5448A,Gunmetal,2,0,,,
D5448A,Gunmetal,4,1,,,
D5448A,Gunmetal,6,0,,,
D5448A,Gunmetal,8,0,,,
D5448A,Gunmetal,10,0,,,
D5448A,Gunmetal,12,0,,,
D5448A,Gunmetal,14,0,,,
D5448A,Gunmetal,16,0,,,
,,,,,,
D5448A,White,0,1,,,
D5448A,White,2,0,,,
D5448A,White,4,0,,,
D5448A,White,6,0,,,
D5448A,White,8,0,,,
D5448A,White,10,0,,,
D5448A,White,12,0,,,
D5448A,White,14,0,,,
D5448A,White,16,0,,,
,,,,,,
D5450A,Green,0,0,,,
D5450A,Green,2,1,,,
D5450A,Green,4,0,,,
D5450A,Green,6,0,,,
D5450A,Green,8,0,,,
D5450A,Green,10,0,,,
D5450A,Green,12,0,,,
D5450A,Green,14,0,,,
D5450A,Green,16,0,,,
,,,,,,
D5452A,Gold,0,0,,,
D5452A,Gold,2,1,,,
D5452A,Gold,4,0,,,
D5452A,Gold,6,0,,,
D5452A,Gold,8,0,,,
D5452A,Gold,10,0,,,
D5452A,Gold,12,0,,,
D5452A,Gold,14,0,,,
D5452A,Gold,16,0,,,
,,,,,,
D5459A,Multi,0,0,,,
D5459A,Multi,2,2,,,
D5459A,Multi,4,1,,,
D5459A,Multi,6,4,,,
D5459A,Multi,8,2,,,
D5459A,Multi,10,2,,,
D5459A,Multi,12,1,,,
D5459A,Multi,14,1,,,
D5459A,Multi,16,0,,,
,,,,,,
D5463A,Black,0,0,,,
D5463A,Black,2,2,,,
D5463A,Black,4,2,,,
D5463A,Black,6,4,,,
D5463A,Black,8,3,,,
D5463A,Black,10,2,,,
D5463A,Black,12,3,,,
D5463A,Black,14,0,,,
D5463A,Black,16,0,,,
,,,,,,
D5463A,Silver,0,0,,,
D5463A,Silver,2,4,,,
D5463A,Silver,4,2,,,
D5463A,Silver,6,2,,,
D5463A,Silver,8,0,,,
D5463A,Silver,10,0,,,
D5463A,Silver,12,2,,,
D5463A,Silver,14,0,,,
D5463A,Silver,16,0,,,
,,,,,,
D5471A,black,0,0,,,
D5471A,black,2,0,,,
D5471A,black,4,1,,,
D5471A,black,6,2,,,
D5471A,black,8,1,,,
D5471A,black,10,1,,,
D5471A,black,12,0,,,
D5471A,black,14,0,,,
D5471A,black,16,0,,,
,,,,,,
D5479A,black,0,0,,,
D5479A,black,2,0,,,
D5479A,black,4,1,,,
D5479A,black,6,0,,,
D5479A,black,8,0,,,
D5479A,black,10,0,,,
D5479A,black,12,0,,,
D5479A,black,14,0,,,
D5479A,black,16,0,,,
,,,,,,
D5484A,Silver,0,3,,,
D5484A,Silver,2,7,,,
D5484A,Silver,4,4,,,
D5484A,Silver,6,4,,,
D5484A,Silver,8,1,,,
D5484A,Silver,10,0,,,
D5484A,Silver,12,0,,,
D5484A,Silver,14,0,,,
D5484A,Silver,16,0,,,
,,,,,,
D5485A,Gold,0,5,,,
D5485A,Gold,2,14,,,
D5485A,Gold,4,2,,,
D5485A,Gold,6,0,,,
D5485A,Gold,8,0,,,
D5485A,Gold,10,2,,,
D5485A,Gold,12,0,,,
D5485A,Gold,14,0,,,
D5485A,Gold,16,0,,,
,,,,,,
D5486A,Black,0,0,,,
D5486A,Black,2,6,,,
D5486A,Black,4,9,,,
D5486A,Black,6,6,,,
D5486A,Black,8,2,,,
D5486A,Black,10,2,,,
D5486A,Black,12,4,,,
D5486A,Black,14,0,,,
D5486A,Black,16,0,,,
,,,,,,
D5487A,Black,0,1,,,
D5487A,Black,2,1,,,
D5487A,Black,4,2,,,
D5487A,Black,6,1,,,
D5487A,Black,8,0,,,
D5487A,Black,10,0,,,
D5487A,Black,12,0,,,
D5487A,Black,14,0,,,
D5487A,Black,16,0,,,
,,,,,,
D5487A,White,0,2,,,
D5487A,White,2,2,,,
D5487A,White,4,4,,,
D5487A,White,6,0,,,
D5487A,White,8,2,,,
D5487A,White,10,0,,,
D5487A,White,12,3,,,
D5487A,White,14,0,,,
D5487A,White,16,0,,,
,,,,,,
D5488A,Champagne,0,0,,,
D5488A,Champagne,2,12,,,
D5488A,Champagne,4,7,,,
D5488A,Champagne,6,1,,,
D5488A,Champagne,8,0,,,
D5488A,Champagne,10,0,,,
D5488A,Champagne,12,0,,,
D5488A,Champagne,14,0,,,
D5488A,Champagne,16,0,,,
,,,,,,
D5489A,black,0,3,,,
D5489A,black,2,8,,,
D5489A,black,4,5,,,
D5489A,black,6,2,,,
D5489A,black,8,0,,,
D5489A,black,10,1,,,
D5489A,black,12,2,,,
D5489A,black,14,0,,,
D5489A,black,16,0,,,
,,,,,,
D5494A,black,0,0,,,
D5494A,black,2,1,,,
D5494A,black,4,0,,,
D5494A,black,6,0,,,
D5494A,black,8,0,,,
D5494A,black,10,0,,,
D5494A,black,12,0,,,
D5494A,black,14,0,,,
D5494A,black,16,0,,,
,,,,,,
D5497A,black,0,0,,,
D5497A,black,2,2,,,
D5497A,black,4,0,,,
D5497A,black,6,0,,,
D5497A,black,8,0,,,
D5497A,black,10,0,,,
D5497A,black,12,0,,,
D5497A,black,14,0,,,
D5497A,black,16,0,,,
,,,,,,
D5500A,black,0,0,,,
D5500A,black,2,0,,,
D5500A,black,4,1,,,
D5500A,black,6,0,,,
D5500A,black,8,0,,,
D5500A,black,10,0,,,
D5500A,black,12,0,,,
D5500A,black,14,0,,,
D5500A,black,16,0,,,
,,,,,,
D5500A,Blue,0,0,,,
D5500A,Blue,2,0,,,
D5500A,Blue,4,2,,,
D5500A,Blue,6,1,,,
D5500A,Blue,8,1,,,
D5500A,Blue,10,0,,,
D5500A,Blue,12,0,,,
D5500A,Blue,14,0,,,
D5500A,Blue,16,0,,,
,,,,,,
D5500A,Orange,0,1,,,
D5500A,Orange,2,4,,,
D5500A,Orange,4,2,,,
D5500A,Orange,6,4,,,
D5500A,Orange,8,1,,,
D5500A,Orange,10,0,,,
D5500A,Orange,12,0,,,
D5500A,Orange,14,0,,,
D5500A,Orange,16,0,,,
,,,,,,
D5505A,Champagne,0,2,,,
D5505A,Champagne,2,4,,,
D5505A,Champagne,4,5,,,
D5505A,Champagne,6,4,,,
D5505A,Champagne,8,1,,,
D5505A,Champagne,10,0,,,
D5505A,Champagne,12,0,,,
D5505A,Champagne,14,0,,,
D5505A,Champagne,16,0,,,
,,,,,,
D5507A,Silver,0,2,,,
D5507A,Silver,2,3,,,
D5507A,Silver,4,3,,,
D5507A,Silver,6,2,,,
D5507A,Silver,8,8,,,
D5507A,Silver,10,0,,,
D5507A,Silver,12,0,,,
D5507A,Silver,14,0,,,
D5507A,Silver,16,0,,,
,,,,,,
D5508A,Black,0,6,,,
D5508A,Black,2,7,,,
D5508A,Black,4,4,,,
D5508A,Black,6,14,,,
D5508A,Black,8,13,,,
D5508A,Black,10,2,,,
D5508A,Black,12,0,,,
D5508A,Black,14,0,,,
D5508A,Black,16,0,,,
,,,,,,
D5516A,silver,0,0,,,
D5516A,silver,2,0,,,
D5516A,silver,4,0,,,
D5516A,silver,6,1,,,
D5516A,silver,8,0,,,
D5516A,silver,10,0,,,
D5516A,silver,12,0,,,
D5516A,silver,14,0,,,
D5516A,silver,16,0,,,
,,,,,,
D5523A,Black,0,0,,,
D5523A,Black,2,0,,,
D5523A,Black,4,1,,,
D5523A,Black,6,1,,,
D5523A,Black,8,0,,,
D5523A,Black,10,0,,,
D5523A,Black,12,0,,,
D5523A,Black,14,0,,,
D5523A,Black,16,0,,,
,,,,,,
D5524A,Charcoal,0,5,,,
D5524A,Charcoal,2,5,,,
D5524A,Charcoal,4,6,,,
D5524A,Charcoal,6,8,,,
D5524A,Charcoal,8,7,,,
D5524A,Charcoal,10,5,,,
D5524A,Charcoal,12,4,,,
D5524A,Charcoal,14,3,,,
D5524A,Charcoal,16,0,,,
,,,,,,
D5531A,Taupe,0,2,,,
D5531A,Taupe,2,0,,,
D5531A,Taupe,4,0,,,
D5531A,Taupe,6,0,,,
D5531A,Taupe,8,3,,,
D5531A,Taupe,10,0,,,
D5531A,Taupe,12,0,,,
D5531A,Taupe,14,0,,,
D5531A,Taupe,16,0,,,
,,,,,,
D5535A,black,0,3,,,
D5535A,black,2,0,,,
D5535A,black,4,2,,,
D5535A,black,6,3,,,
D5535A,black,8,1,,,
D5535A,black,10,0,,,
D5535A,black,12,0,,,
D5535A,black,14,0,,,
D5535A,black,16,0,,,
,,,,,,
D5557A,Purple,0,4,,,
D5557A,Purple,2,6,,,
D5557A,Purple,4,6,,,
D5557A,Purple,6,6,,,
D5557A,Purple,8,2,,,
D5557A,Purple,10,0,,,
D5557A,Purple,12,0,,,
D5557A,Purple,14,0,,,
D5557A,Purple,16,0,,,
,,,,,,
D5557A,Teal,0,1,,,
D5557A,Teal,2,0,,,
D5557A,Teal,4,0,,,
D5557A,Teal,6,2,,,
D5557A,Teal,8,0,,,
D5557A,Teal,10,0,,,
D5557A,Teal,12,0,,,
D5557A,Teal,14,0,,,
D5557A,Teal,16,0,,,
,,,,,,
D5559A,Gold,0,2,,,
D5559A,Gold,2,1,,,
D5559A,Gold,4,2,,,
D5559A,Gold,6,0,,,
D5559A,Gold,8,0,,,
D5559A,Gold,10,0,,,
D5559A,Gold,12,0,,,
D5559A,Gold,14,0,,,
D5559A,Gold,16,0,,,
,,,,,,
D5560A,Black,0,0,,,
D5560A,Black,2,0,,,
D5560A,Black,4,0,,,
D5560A,Black,6,0,,,
D5560A,Black,8,5,,,
D5560A,Black,10,0,,,
D5560A,Black,12,0,,,
D5560A,Black,14,0,,,
D5560A,Black,16,0,,,
,,,,,,
D5565A,Black,0,1,,,
D5565A,Black,2,1,,,
D5565A,Black,4,0,,,
D5565A,Black,6,2,,,
D5565A,Black,8,0,,,
D5565A,Black,10,0,,,
D5565A,Black,12,0,,,
D5565A,Black,14,0,,,
D5565A,Black,16,0,,,
,,,,,,
D5569A,Blue,0,0,,,
D5569A,Blue,2,0,,,
D5569A,Blue,4,0,,,
D5569A,Blue,6,1,,,
D5569A,Blue,8,0,,,
D5569A,Blue,10,0,,,
D5569A,Blue,12,0,,,
D5569A,Blue,14,0,,,
D5569A,Blue,16,0,,,
,,,,,,
D5569AG,Green,0,2,,,
D5569AG,Green,2,4,,,
D5569AG,Green,4,4,,,
D5569AG,Green,6,3,,,
D5569AG,Green,8,2,,,
D5569AG,Green,10,0,,,
D5569AG,Green,12,0,,,
D5569AG,Green,14,0,,,
D5569AG,Green,16,0,,,
,,,,,,
D5579A,Gold,0,2,,,
D5579A,Gold,2,5,,,
D5579A,Gold,4,1,,,
D5579A,Gold,6,1,,,
D5579A,Gold,8,8,,,
D5579A,Gold,10,0,,,
D5579A,Gold,12,0,,,
D5579A,Gold,14,0,,,
D5579A,Gold,16,0,,,
,,,,,,
D5585A,Black,0,0,,,
D5585A,Black,2,5,,,
D5585A,Black,4,4,,,
D5585A,Black,6,6,,,
D5585A,Black,8,5,,,
D5585A,Black,10,6,,,
D5585A,Black,12,0,,,
D5585A,Black,14,0,,,
D5585A,Black,16,0,,,
,,,,,,
D5587A,Gunmetal,0,0,,,
D5587A,Gunmetal,2,0,,,
D5587A,Gunmetal,4,1,,,
D5587A,Gunmetal,6,9,,,
D5587A,Gunmetal,8,14,,,
D5587A,Gunmetal,10,4,,,
D5587A,Gunmetal,12,0,,,
D5587A,Gunmetal,14,0,,,
D5587A,Gunmetal,16,0,,,
,,,,,,
D5588A,Animal,0,1,,,
D5588A,Animal,2,0,,,
D5588A,Animal,4,1,,,
D5588A,Animal,6,4,,,
D5588A,Animal,8,0,,,
D5588A,Animal,10,0,,,
D5588A,Animal,12,0,,,
D5588A,Animal,14,0,,,
D5588A,Animal,16,0,,,
,,,,,,
D5588A,Black,0,2,,,
D5588A,Black,2,6,,,
D5588A,Black,4,1,,,
D5588A,Black,6,11,,,
D5588A,Black,8,0,,,
D5588A,Black,10,0,,,
D5588A,Black,12,0,,,
D5588A,Black,14,0,,,
D5588A,Black,16,0,,,
,,,,,,
D5590A,Black,0,0,,,
D5590A,Black,2,0,,,
D5590A,Black,4,1,,,
D5590A,Black,6,2,,,
D5590A,Black,8,2,,,
D5590A,Black,10,2,,,
D5590A,Black,12,2,,,
D5590A,Black,14,2,,,
D5590A,Black,16,1,,,
,,,,,,
D5596A,Gray,0,0,,,
D5596A,Gray,2,0,,,
D5596A,Gray,4,4,,,
D5596A,Gray,6,6,,,
D5596A,Gray,8,6,,,
D5596A,Gray,10,2,,,
D5596A,Gray,12,1,,,
D5596A,Gray,14,0,,,
D5596A,Gray,16,0,,,
,,,,,,
D5602A,Green,0,2,,,
D5602A,Green,2,5,,,
D5602A,Green,4,2,,,
D5602A,Green,6,0,,,
D5602A,Green,8,0,,,
D5602A,Green,10,0,,,
D5602A,Green,12,0,,,
D5602A,Green,14,0,,,
D5602A,Green,16,0,,,
,,,,,,
D5619A,Leopard,0,4,,,
D5619A,Leopard,2,3,,,
D5619A,Leopard,4,2,,,
D5619A,Leopard,6,2,,,
D5619A,Leopard,8,0,,,
D5619A,Leopard,10,0,,,
D5619A,Leopard,12,0,,,
D5619A,Leopard,14,0,,,
D5619A,Leopard,16,0,,,
,,,,,,
D5621A,Black,0,0,,,
D5621A,Black,2,1,,,
D5621A,Black,4,0,,,
D5621A,Black,6,0,,,
D5621A,Black,8,0,,,
D5621A,Black,10,0,,,
D5621A,Black,12,0,,,
D5621A,Black,14,0,,,
D5621A,Black,16,0,,,
,,,,,,
D5623A,Animal,0,0,,,
D5623A,Animal,2,3,,,
D5623A,Animal,4,1,,,
D5623A,Animal,6,0,,,
D5623A,Animal,8,0,,,
D5623A,Animal,10,0,,,
D5623A,Animal,12,0,,,
D5623A,Animal,14,0,,,
D5623A,Animal,16,0,,,
,,,,,,
D5624A,Animal,0,0,,,
D5624A,Animal,2,4,,,
D5624A,Animal,4,5,,,
D5624A,Animal,6,1,,,
D5624A,Animal,8,0,,,
D5624A,Animal,10,0,,,
D5624A,Animal,12,0,,,
D5624A,Animal,14,0,,,
D5624A,Animal,16,0,,,
,,,,,,
D5627A,Animal,0,0,,,
D5627A,Animal,2,1,,,
D5627A,Animal,4,0,,,
D5627A,Animal,6,0,,,
D5627A,Animal,8,0,,,
D5627A,Animal,10,0,,,
D5627A,Animal,12,1,,,
D5627A,Animal,14,0,,,
D5627A,Animal,16,0,,,
,,,,,,
D5633A,Gold,0,0,,,
D5633A,Gold,2,2,,,
D5633A,Gold,4,2,,,
D5633A,Gold,6,2,,,
D5633A,Gold,8,1,,,
D5633A,Gold,10,0,,,
D5633A,Gold,12,0,,,
D5633A,Gold,14,0,,,
D5633A,Gold,16,0,,,
,,,,,,
D5658A,Bronze,0,1,,,
D5658A,Bronze,2,2,,,
D5658A,Bronze,4,1,,,
D5658A,Bronze,6,0,,,
D5658A,Bronze,8,0,,,
D5658A,Bronze,10,0,,,
D5658A,Bronze,12,0,,,
D5658A,Bronze,14,0,,,
D5658A,Bronze,16,0,,,
,,,,,,
D5659A,Bronze,0,2,,,
D5659A,Bronze,2,12,,,
D5659A,Bronze,4,6,,,
D5659A,Bronze,6,13,,,
D5659A,Bronze,8,0,,,
D5659A,Bronze,10,0,,,
D5659A,Bronze,12,0,,,
D5659A,Bronze,14,0,,,
D5659A,Bronze,16,0,,,
,,,,,,
D5999,Animal,0,1,,,
D5999,Animal,2,0,,,
D5999,Animal,4,1,,,
D5999,Animal,6,0,,,
D5999,Animal,8,2,,,
D5999,Animal,10,0,,,
D5999,Animal,12,0,,,
D5999,Animal,14,0,,,
D5999,Animal,16,0,,,
,,,,,,
D6227A,Green,0,2,,,
D6227A,Green,2,3,,,
D6227A,Green,4,5,,,
D6227A,Green,6,5,,,
D6227A,Green,8,2,,,
D6227A,Green,10,1,,,
D6227A,Green,12,0,,,
D6227A,Green,14,0,,,
D6227A,Green,16,0,,,
,,,,,,
D9031A,black,0,0,,,
D9031A,black,2,4,,,
D9031A,black,4,9,,,
D9031A,black,6,11,,,
D9031A,black,8,5,,,
D9031A,black,10,0,,,
D9031A,black,12,0,,,
D9031A,black,14,0,,,
D9031A,black,16,2,,,
