Product Name,Product Number,Category Name,SubCategory Name,Designer,Product Date,Catalogue Price,Retail Price,Wholesale Price,Product Description,Primary Image Color,Colors,Styles,Events,New Arrival,Clearance,Pre Order,Unpublish,Materials,Trends
Beaded Jersey Cocktail Dress,D5838A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2011-10-18,445,0,225,Black jersey dress with special beading on bust and hip,BLACK,BLACK,BEADED-SLEEVELESS-V NECK-SLEEVELESS-V NECK-SLEEVELESS-V NECK,Christmas-Formal-Graduation-Homecoming-New Year-Prom-Valentines-Wedding,yes,,,,,
Sequined cocktail dress,D5784A,Womens Apparel,Cocktail Dresses ,Basix Black Label,,495,0,245,sequined cocktail dress,BLACK,GOLD-BLACK,PLUNGE-SEQUINED-SLEEVELESS-V NECK,Christmas-Formal-Homecoming-New Year-Party-Prom-Valentines-Wedding,yes,,,,,
Multi Striped Cocktail Dress,D5824A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2011-10-18,590,0,295,Beaded multi striped sheer cocktail dress,SILVER GUNMETAL,Silver Gunmetal-BLUE-BLACK,NUDE-SEQUINED-SLEEVELESS-V NECK-V NECK-SLEEVELESS-V NECK,Christmas-Formal-Graduation-Homecoming-New Year-Party-Prom-Valentines-Wedding,,,,,,
One Shoulder Sheath Dress,D5929A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2011-10-18,395,0,195,one shoulder cocktail dress with beaded top strap and bust,SILVER,SILVER-BLACK,1 SHOULDER-BEADED-BEADED-SEQUINED-SLEEVELESS-V NECK,,no,no,,,,
D5878A,D5878A,Womens Apparel,Cocktail Dresses ,Basix Black Label,1969-12-31,795,0,375,Cocktail Dress,SKY BLUE,SKY BLUE,SEQUINED-SLEEVELESS-V NECK,,,,,,,
Multi Panel Beaded Cocktail Dress,D5452A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2011-10-18,895,0,445,Multi Panel Beaded One Shoulder Cocktail Dress,GOLD,Gold,1 Shoulder-Beaded-Plunge-Sequined-Sleeveless-Strapped-Strapped-V Neck,Christmas-Formal-Homecoming-New Year-Party-Prom-Valentines-Wedding,,,,,,
Animal Print Ruched Multi Pleated Dress,D5623A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2011-10-18,395,0,195,Animal Print Ruched Multi Pleated Dress,ANIMAL,Animal,Print-Sleeveless-Plunge-Sequined-Sleeveless-Strapped-Strapped-V Neck,New Year-Party-Prom,,,,Y,,
Animal Print Sheath Dress,D5624A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2011-10-18,120,0,60,Cocktail Dress,ANIMAL,Animal,Beaded-Mini-Off Shoulder-Print-Sequined-Strapless-Strapped-V Neck,Christmas-Homecoming-New Year-Party-Prom-Valentines-Wedding,,yes,,Y,,
Animal Print Dress,D5627A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2011-10-18,120,0,60,Cocktail Dress,ANIMAL,ANIMAL,MINI-PRINT-STRAPLESS-Print-Sequined-Strapless-Strapped-V Neck,,,yes,,Y,,
Mosaic Panel Dress,D5659A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2011-10-18,285,445,0,Mosaic Panel Cocktail Dress Made of Interlocked Beaded Panel Segments,BRONZE,BRONZE,Beaded-Mini-Off Shoulder-Print-Sequined-Strapless-Strapped-V Neck,Christmas-Daytime-Formal-New Year-Wedding,,yes,,Y,,
D5661A,D5661A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2011-10-18,445,0,225,Cocktail Dress,GRAY,GRAY-BLACK,BEADED-PLEATED-PRINT-SEQUINED-STRAPLESS-V NECK-Strapped-V Neck,Christmas-Formal-Homecoming-New Year-Party-Prom-Valentines-Wedding,,,,Y,,
3/4 Sleeve Formal Short Dress,D5700A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2011-10-18,495,0,245,3/4 Sleeve Sequined dress,BLACK,BLACK,3/4 SLEEVE-SEQUINED-PRINT-SEQUINED-STRAPLESS-V NECK-Strapped-V Neck,Christmas-Daytime-Formal-New Year-Party-Valentines,,,,Y,,
Tulle Sequined Cocktail Dress,D5770A,Womens Apparel,Cocktail Dresses ,Basix Black Label,1969-12-31,650,0,325,Sequined Nude Cocktail Dress With Nude Elements and Tulle,BRONZE,BLACK-BRONZE-IVORY-PINK,BEADED-BEADED-NUDE-SEQUINED-SLEEVELESS-STRAPLESS-V NECK,,no,no,,,,
Triangle Eyelet Cocktail Dress,D5777A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2011-10-18,445,0,225,Cocktail Dress With Triangular Eyelets With Tulle On Mesh Back,SILVER,Blue-Red-Silver,Beaded-Mini-Nude-Sequined-Sleeveless-Tulle-Strapped-V Neck,Christmas-Formal-Graduation-Homecoming-New Year-Party-Prom-Valentines-Wedding,,,,Y,,
Shoulder Pad Cocktail Dress,D5779A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2011-10-18,445,0,225,Cocktail Dress With Sequins Beads And Shoulder Pads,BLUE,BLUE-BLACK,LONG SLEEVE-NUDE-SEQUINED-Sequined-Sleeveless-Tulle-Strapped-V Neck,Christmas-Formal-Homecoming-New Year-Party-Valentines-Wedding,,,,,,
Off Shoulder Dress,D5800A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2011-10-18,675,0,325,Cocktail Dress,BLACK,BLACK,3/4 SLEEVE-BOAT NECK-SEQUINED-Sequined-Sleeveless-Tulle-Strapped-V Neck,Formal,yes,,,Y,,
D5801A,D5801A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2011-10-18,275,0,140,Cocktail Dress,SILVER,SILVER-BLACK,FRINGED-PLUNGE-SEQUINED-SLEEVELESS-Sleeveless-Tulle-Strapped-V Neck,Christmas-Formal-Homecoming-New Year-Party-Prom-Valentines-Wedding,,,,,,
D5804A,D5804A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2011-10-18,445,0,225,Cocktail Dress,BLACK,BLACK,PLUNGE-SEQUINED-SLEEVELESS-TULLE-Sleeveless-Tulle-Strapped-V Neck,Christmas-Homecoming,,,,,,
Animal Print Cocktail Dress,D5807A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2011-10-18,495,0,245,Cocktail Dress,NUDE,NUDE,PRINT-SLEEVELESS-V NECK-TULLE-Sleeveless-Tulle-Strapped-V Neck,Christmas-Formal-Graduation-Homecoming-New Year-Party-Prom-Valentines-Wedding,,,,Y,,
Beaded Waist Cocktail Dress,D5817A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2011-10-18,120,0,60,Teal Cocktail Dress With Beaded Waist,TEAL,TEAL,BEADED-SLEEVELESS-V NECK-TULLE-Sleeveless-Tulle-Strapped-V Neck,Christmas-New Year-Party-Prom-Valentines-Wedding,,yes,,,,
V Neck Cocktail Dress,D5819A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2011-10-18,445,0,225,Cocktail Dress,BLACK,BLACK,BEADED-SLEEVELESS-V NECK-TULLE-Sleeveless-Tulle-Strapped-V Neck,Christmas-Daytime-Formal-Graduation-Homecoming-New Year-Party-Prom-Valentines-Wedding,,,,,,
Multi Panel Cocktail Dress,D5822A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2011-10-18,575,0,275,Multi Panel Sequined Cocktail Dress,SILVER,SILVER,SEQUINED-SHIMMER-SLEEVELESS-V NECK-Sleeveless-Tulle-Strapped-V Neck,Christmas-Formal-Graduation-Homecoming-New Year-Party-Prom-Valentines-Wedding,,,,,,
D5827A,D5827A,Womens Apparel,Cocktail Dresses ,Basix Black Label,1969-12-31,690,0,345,Cocktail Dress,MULTI,MULTI,BEADED-NUDE-SEQUINED-SLEEVELESS-TULLE-V NECK,Christmas-Formal-Graduation-Homecoming-New Year-Party-Prom-Valentines-Wedding,,,,,,
Caped Cocktail Dress,D5829A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2011-10-18,165,0,60,Caped Cocktail Dress,BLACK,BLACK,BEADED-FRINGED-NUDE-PLUNGE-SLEEVELESS-V NECK-Strapped-V Neck,Christmas-Formal-New Year-Party-Valentines,,yes,,,,
D5841A,D5841A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2011-10-18,395,0,195,Cocktail Dress,BLACK,BLACK,HALTER-SEQUINED-SLEEVELESS-PLUNGE-SLEEVELESS-V NECK-Strapped-V Neck,Christmas-Formal-Graduation-Homecoming-New Year-Party-Prom-Valentines-Wedding,yes,,,Y,,
Cocktail Dress with lace and crystal,D5849A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2011-10-18,695,0,345,Cocktail Dress,PLATINUM,PLATINUM,BEADED-CRYSTAL-NUDE-SEQUINED-V NECK-V NECK-Strapped-V Neck,Christmas-Formal-Homecoming-New Year-Party-Prom-Valentines-Wedding,yes,,,Y,,
D5853A,D5853A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2011-10-18,695,0,345,Cocktail Dress,CHAMPAGNE,CHAMPAGNE-GOLD-BLUE,BEADED-PLUNGE-SEQUINED-V NECK-V NECK-V NECK-Strapped-V Neck,Christmas-Formal-Graduation-Homecoming-New Year-Party-Prom-Valentines-Wedding,,,,,,
Long Sleeve Cocktail Dress,D5856A,Womens Apparel,Cocktail Dresses ,Basix Black Label,,895,0,445,Long Sleeve Cocktail Dress,BLUE NUDE,BLUE NUDE-NUDE GUNMETAL,BEADED-CRYSTAL-LONG SLEEVE-METALLIC-NUDE-SEQUINED-V NECK,Christmas-Formal-Graduation-Homecoming-New Year-Party-Prom-Valentines-Wedding,yes,,,,,
Short Sleeve Open Back Dress,D5857A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2011-10-18,575,0,295,Short Sleeve Open Back Cocktail Dress,BLACK,SILVER-BLACK,SEQUINED-SHORT SLEEVE-LONG SLEEVE-METALLIC-NUDE-SEQUINED-Strapped-V Neck,Christmas-Formal-New Year-Party-Wedding,yes,,,Y,,
Open Back Cocktail Dress,D5860A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2011-10-18,695,0,345,Open Back 3/4 Sleeve Cocktail Dress,BLACK,SILVER-BLUE-BLACK,3/4 SLEEVE-BEADED-SEQUINED-METALLIC-NUDE-SEQUINED-Strapped-V Neck,Christmas-Formal-Graduation-Homecoming-New Year-Party-Valentines-Wedding,yes,,,Y,,
Beaded Sequined Cocktail Dress,D5863A,Womens Apparel,Cocktail Dresses ,Basix Black Label,,595,0,295,Beaded cocktail Dress With Crystals And Sequins,BLACK NUDE,GOLD-BLACK-Black Nude,BEADED-CRYSTAL-LONG SLEEVE-SEQUINED-V NECK,Christmas-Formal-New Year-Party-Valentines,,,,,,
Geometric Pattern Cocktail Dress,D5885A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2011-10-18,695,0,345,Geometric Pattern Cocktail Dress,CHAMPAGNE,CHAMPAGNE,BEADED-PLUNGE-SEQUINED-SLEEVELESS-V NECK-SEQUINED-Strapped-V Neck,Christmas-Formal-Graduation-Homecoming-Party-Prom-Valentines-Wedding,,,,,,
Strapless Panel Cocktail Dress,D5914A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2011-10-18,445,0,225,Pnneled Sequin Cocktail Dress with bead accents separating panels,BLACK GUNMETAL,BLACK GUNMETAL,BEADED-SEQUINED-SLEEVELESS-STRAPLESS-V NECK-SEQUINED-Strapped-V Neck,Christmas-Formal-Graduation-Homecoming-New Year-Party-Prom-Valentines,,,,Y,,
Chevron Shimmer Cocktail Dress,D5933A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2011-10-18,395,0,195,Beaded and Sequined Chevron Shimmer Cocktail Dress,SILVER,SILVER,SEQUINED-SHEATH-SHIMMER-SLEEVELESS-STRAPLESS-SEQUINED-Strapped-V Neck,Christmas-Formal-Graduation-Homecoming-New Year-Party-Prom-Valentines-Wedding,,,,,,
Beaded Flare and Sash Cocktail Dress,D5734B,Womens Apparel,Cocktail Dresses ,Basix Black Label,2011-10-23,545,0,275,Sequined Flare Cocktail Dress,TAUPE,TAUPE,FLARE-SEQUINED-SLEEVELESS-STRAPLESS-V NECK-SEQUINED-Strapped-V Neck,TAUPE,,,Christmas-Formal-New Year-Part,,,
D5782A,D5782A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2011-11-04,585,0,295,Cocktail Dress,GOLD,GOLD,BEADED-SEQUINED-SLEEVELESS-STRAPLESS-V NECK-SEQUINED-Strapped-V Neck,Christmas-Formal-Graduation-Homecoming-New Year-Party-Prom-Valentines-Wedding,,,,,,
Black And White Dress,D3831A,Womens Apparel,Cocktail Dresses ,Basix Black Label,1969-12-31,225,395,60,Two Tone Dress With Special Accents on Bust,BLACK WHITE,BLACK WHITE,CRYSTAL-SLEEVELESS-SLEEVELESS-STRAPLESS-V NECK-SEQUINED-Strapped-V Neck,Christmas-Daytime-Graduation-Homecoming-New Year-Party-Valentines-Wedding,,yes,,,,
Matte Jersey and Sequin Dress,D4480A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2011-11-06,395,0,195,Matte Jersey & Sequined Cocktail Dress,BLACK,BLACK,SEQUINED-SLEEVELESS-SLEEVELESS-STRAPLESS-V NECK-SEQUINED-Strapped-V Neck,Christmas-Formal-New Year-Wedding,,,,,,
Sequin and Lace Cocktail Dress By Basix,D4193A,Womens Apparel,Cocktail Dresses ,Basix Black Label,1969-12-31,195,395,60,Short dress by basix,BLACK,BLACK,LACE-SLEEVELESS-SPAGHETTI STR.-V NECK-V NECK-SEQUINED-Strapped-V Neck,,,yes,,,,
Mini Dress With Sequin Sash,D3490A,Womens Apparel,Cocktail Dresses ,Basix Black Label,1969-12-31,165,295,60,Short dress with sash and sequined bust and shoulder straps,WHITE,WHITE,MINI-SEQUINED-SLEEVELESS-V NECK-V NECK-SEQUINED-Strapped-V Neck,,,yes,,,,
Lace and tulle cocktail dress by Basix,D3917A,Womens Apparel,Cocktail Dresses ,Basix Black Label,1969-12-31,195,345,60,lace an tulle embellished cocktail dress,WHITE,WHITE,LACE-SLEEVELESS-TULLE-V NECK-V NECK-SEQUINED-Strapped-V Neck,,,yes,,,,
Multi Color Beaded Crystal Cocktail Dress,D5837A,Womens Apparel,Cocktail Dresses ,Basix Black Label,,695,0,345,Short dress of multi colored beads,MULTI,MULTI,SEQUINED-SLEEVELESS-TULLE-V NECK,MULTI,,,,,,
Tulle Cocktail Dress,D5154A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2012-01-03,395,0,195,Tulle And Crystal Cocktail Dress,IVORY,IVORY,CRYSTAL-FLARE-TULLE-V NECK-V NECK-SEQUINED-Strapped-V Neck,,,,,,,
D5052A,D5052A,Womens Apparel,Cocktail Dresses ,Basix Black Label,1969-12-31,165,295,60,COCKTAIL DRESS,BLUE,BLUE,BEADED-CRYSTAL-SEQUINED-SLEEVELESS-V NECK-SEQUINED-Strapped-V Neck,,,yes,,,,
Ball Dress 3 /4,D5035A,Womens Apparel,Cocktail Dresses ,Basix Black Label,1969-12-31,195,385,60,3/4 Length ball Dress,WHITE,WHITE,CAP SLEEVE-PLEATED-V NECK-SLEEVELESS-V NECK-SEQUINED-Strapped-V Neck,,,yes,,,,
D5917A,D5917A,Womens Apparel,Cocktail Dresses ,Basix Black Label,,445,0,225,Cocktail Dress,BLACK,BLACK,SEQUINED-SLEEVELESS-V NECK,,,,,,,
Long Sleeve Sequined Cocktail Dress,D5970A,Womens Apparel,Cocktail Dresses ,Basix Black Label,,445,0,225,Cocktail Dress with sequins on top and sleeves,BLACK,BLACK,3/4 SLEEVE-SEQUINED-SLEEVELESS-V NECK,,,,,,,
D5972A,D5972A,Womens Apparel,Cocktail Dresses ,Basix Black Label,,495,0,245,Cocktail Dress,BLACKGOLD,BLACKGOLD-,METALLIC-MINI-SEQUINED-SLEEVELESS-V NECK,,,,,,,
D5773A,D5773A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2012-01-19,0,0,0,Cocktail dress,PEACH,PEACH,METALLIC-MINI-SLEEVELESS-SLEEVELESS-V NECK-SEQUINED-Strapped-V Neck,,,,,Y,,
One Shoulder Matte Jersey Cocktail Dress,D5920A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2012-01-08,195,0,165,One Shoulder Cocktail Dress With Sequins,GREEN ,GREEN,1 SHOULDER-MINI-SEQUINED-SLIM-V NECK-SEQUINED-Strapped-V Neck,,,yes,,,,
Long Sleeve Jeweled Cocktail Dress,D5846A,Womens Apparel,Cocktail Dresses ,Basix Black Label,1969-12-31,895,0,445,Cocktail Dress made of crystal beads and sequins over nude lace,NUDE BLUE,NUDE BLUE,BEADED-LONG SLEEVE-NUDE-SEQUINED-SPAGHETTI STR.-SEQUINED-Strapped-V Neck,,,,,,,
Sequined Net Cocktail Dress,D5916A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2012-01-08,495,0,245,Cocktail Dress with geometric keyhole pattern of sequined keyholes over nude green shell,NUDE GREEN,NUDE GREEN,KEYHOLE-NUDE-SEQUINED-SPAGHETTI STR.-SPAGHETTI STR.-SEQUINED-Strapped-V Neck,,yes,,,,,
Beaded Sequined cocktail dress,D5930A,Womens Apparel,Cocktail Dresses ,Basix Black Label,1969-12-31,345,695,345,Beaded, Sequined and crystal cocktail dress,BLUE,BLUE,BEADED-CRYSTAL-SEQUINED,,,yes,,,,
Cocktail Dress With Flower On Waist,D5896A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2012-01-08,545,0,225,Sleeveless V Neck Cocktail Dress With Flower on Waist and jeweled and sequined elements throughout,GOLD,GOLD,BEADED-CRYSTAL-FLOWER-SEQUINED-SLEEVELESS-V NECK-Strapped-V Neck,,,,,,,
Matte Jersey Sheath Dress,D5940A,Womens Apparel,Cocktail Dresses ,Basix Black Label,,445,0,225,Sheath cocktail dress with center vertical opening in mesh and sequin on border,BLACK,BLACK,KEYHOLE-MINI-SEQUINED-SHEATH-SLIM-V NECK,,yes,,,,,
D3420A,D3420A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2011-12-15,175,0,120,Short dress,WHITE,WHITE,Beaded-Sequined-Sleeveless-V Neck-V NECK-V Neck-Strapped-V Neck,,,yes,,Y,,
Diamond Motif Nude Cocktail Dress,D5516A,Womens Apparel,Cocktail Dresses ,Basix Black Label,1969-12-31,275,595,60,Long Sleeve Crystal,SILVER,-SILVER,BEADED-SEQUINED-SLEEVELESS-V NECK,,,,,Y,,
Sequin panel v neck dress,D5942A,Womens Apparel,Cocktail Dresses ,Basix Black Label,,695,0,345,Sequin panel shimmer cocktail dress with v neck and plunge back,BLUE,PINK-BLUE,NUDE-SEQUINED-SHIMMER-V NECK,,yes,,,,,
D5588A,D5588A,Womens Apparel,Cocktail Dresses ,Basix Black Label,1969-12-31,165,295,60,COCKTAIL DRESS,ANIMAL,BLACK-ANIMAL,PRINT-SLEEVELESS-STRAPLESS-V NECK-V NECK-V Neck-Strapped-V Neck,,,yes,,,,
D5814A,D5814A,Womens Apparel,Cocktail Dresses ,Basix Black Label,1969-12-31,120,0,0,COCKTAIL DRESS,BLACK GUNMETAL,-BLACK GUNMETAL,PRINT-SLEEVELESS-STRAPLESS-V NECK,,,,,Y,,
D5754A,D5754A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2012-01-06,545,0,275,Cocktail Dress,BLACK,BLACK,METALLIC-SHEATH-STRAPLESS-V NECK-V NECK-V Neck-Strapped-V Neck,,,,,,,
Sunflower Cocktail Dress,D4121A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2012-01-15,255,0,145,Silk Shangtung Spaghetti Strap Cocktail Dress with sunflowers along the hemline,SALMON,SALMON-WHITE,FLOWER-MINI-SPAGHETTI STR.-V NECK-V NECK-V Neck-Strapped-V Neck,,,,,,,
D5906A,D5906A,Womens Apparel,Cocktail Dresses ,Basix Black Label,1969-12-31,195,395,165,COCKTAIL DRESS,MULTI,MULTI,PLEATED-SEQUINED-SLEEVELESS-V NECK-V NECK-V Neck-Strapped-V Neck,,,yes,,,,
D5524A,D5524A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2012-01-18,0,0,0,Cocktail dress,CHARCOAL,CHARCOAL,PLEATED-SEQUINED-SLEEVELESS-V NECK-V NECK-V Neck-Strapped-V Neck,,,,,Y,,
D5948A,D5948A,Womens Apparel,Cocktail Dresses ,Basix Black Label,,445,0,225,Cocktail dress,BLACK,BLACK-SILVER,NUDE-SEQUINED-SLEEVELESS-V NECK,,yes,,,,,
D5969A,D5969A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2012-01-18,550,0,275,Cocktail dress,GOLD SILVER,GOLD SILVER,METALLIC-SLEEVELESS-V NECK,,yes,no,,,,
D5921A,D5921A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2012-01-18,245,0,125,Cocktail dress,BLACK,BLACK,HALTER-KEYHOLE-NUDE-SEQUINED-SHIMMER-SLEEVELESS-Strapped-V Neck,,yes,,,,,
D5976A,D5976A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2012-01-18,795,0,395,Cocktail dress,GUNMETAL,GUNMETAL,BEADED-SEQUINED-SLEEVELESS-SEQUINED-SHIMMER-SLEEVELESS-Strapped-V Neck,,yes,,,,,
D5766A,D5766A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2012-01-19,0,0,0,Cocktail dress,SILVER,SILVER,SLEEVELESS-SPAGHETTI STR.-SLEEVELESS-SEQUINED-SHIMMER-SLEEVELESS-Strapped-V Neck,,,,,Y,,
D5756A,D5756A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2012-01-19,0,0,0,Cocktail dress,GRAY,GRAY,SLEEVELESS-SPAGHETTI STR.-SLEEVELESS-SEQUINED-SHIMMER-SLEEVELESS-Strapped-V Neck,,,,,Y,,
D5750A,D5750A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2012-01-19,0,0,0,Cocktail dress,BLACK,BLACK,SHORT SLEEVE-SPAGHETTI STR.-SLEEVELESS-SEQUINED-SHIMMER-SLEEVELESS-Strapped-V Neck,,,,,Y,,
D5747A,D5747A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2012-01-19,0,0,0,Cocktail dress,PURPLE,PURPLE,SHORT SLEEVE-SPAGHETTI STR.-SLEEVELESS-SEQUINED-SHIMMER-SLEEVELESS-Strapped-V Neck,,,,,Y,,
D5743A,D5743A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2012-01-19,0,0,0,Cocktail dress,BLACK,BLACK,SLEEVELESS-SPAGHETTI STR.-SLEEVELESS-SEQUINED-SHIMMER-SLEEVELESS-Strapped-V Neck,,,,,Y,,
D5727A,D5727A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2012-01-19,0,0,0,Cocktail dress,SILVER,SILVER,SLEEVELESS-STRAPLESS-SLEEVELESS-SEQUINED-SHIMMER-SLEEVELESS-Strapped-V Neck,,,,,Y,,
D5721A,D5721A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2012-01-19,0,0,0,Cocktail dress,GREEN ,GREEN,SLEEVELESS-STRAPLESS-SLEEVELESS-SEQUINED-SHIMMER-SLEEVELESS-Strapped-V Neck,,,,,Y,,
D5703A,D5703A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2012-01-19,0,0,0,Cocktail dress,BLACK,BLACK,SLEEVELESS-STRAPLESS-SLEEVELESS-SEQUINED-SHIMMER-SLEEVELESS-Strapped-V Neck,,,,,Y,,
D5658A,D5658A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2012-01-19,0,0,0,Cocktail dress,BRONZE,BRONZE,SLEEVELESS-STRAPLESS-SLEEVELESS-SEQUINED-SHIMMER-SLEEVELESS-Strapped-V Neck,,,,,Y,,
D5636A,D5636A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2012-01-19,0,0,0,Cocktail dress,BLUE,BLUE,SLEEVELESS-STRAPLESS-SLEEVELESS-SEQUINED-SHIMMER-SLEEVELESS-Strapped-V Neck,,,,,Y,,
D5633A,D5633A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2012-01-19,0,0,0,Cocktail dress,GOLD,GOLD,SLEEVELESS-SPAGHETTI STR.-SLEEVELESS-SEQUINED-SHIMMER-SLEEVELESS-Strapped-V Neck,,,,,Y,,
D5621A,D5621A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2012-01-19,0,0,0,Cocktail dress,BLACK,BLACK,SLEEVELESS-SPAGHETTI STR.-SLEEVELESS-SEQUINED-SHIMMER-SLEEVELESS-Strapped-V Neck,,,,,Y,,
D5619A,D5619A,Womens Apparel,Cocktail Dresses ,Basix Black Label,2012-01-19,0,0,0,Cocktail dress,LEOPARD,LEOPARD,SLEEVELESS-SPAGHETTI STR.-SLEEVELESS-SEQUINED-SHIMMER-SLEEVELESS-Strapped-V Neck,,,,,Y,,
